step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_11187974841_11245328371_11245328374_11494414328_#8more_stopped,cluster_11187974841_11245328371_11245328374_11494414328_#8more_accumulated_waiting_time,cluster_11187974841_11245328371_11245328374_11494414328_#8more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.640391051390907,0,0.0,0.18602175321436673,0,0.0
10.0,1,0.0,0.0,8.99981412591819,1,0.0,0.15484242713589255,1,0.0
15.0,1,2.0,0.16666666666666666,9.973552691867289,1,2.0,0.214145945314316,1,2.0
20.0,3,12.0,0.8571428571428571,10.719270879351857,3,12.0,0.219878931494556,3,12.0
25.0,4,32.0,1.7777777777777777,9.14980331114819,4,32.0,0.19573399106831144,4,32.0
30.0,5,55.0,2.75,8.291784565537927,4,52.0,0.16626719565564052,4,52.0
35.0,7,83.0,3.4583333333333335,9.949921818814893,5,75.0,0.2176957737627497,5,75.0
40.0,7,113.0,4.708333333333333,9.385351968454241,5,100.0,0.26506246934422445,5,100.0
45.0,4,6.0,0.21428571428571427,9.911399507827767,1,49.0,0.33998409937504426,1,49.0
50.0,3,21.0,0.65625,12.074433231739283,1,5.0,0.3529782746748723,1,5.0
55.0,4,33.0,0.9428571428571428,13.354820675802364,2,7.0,0.3279338729721933,2,7.0
60.0,8,66.0,1.8857142857142857,10.608756881573195,4,27.0,0.24745190397250474,4,27.0
65.0,11,115.0,3.2857142857142856,11.46953748965756,6,54.0,0.2880323060048549,6,54.0
70.0,11,170.0,4.358974358974359,9.677602010844051,6,84.0,0.3241578522633623,6,84.0
75.0,13,231.0,5.634146341463414,8.627736542331615,6,114.0,0.3175383592015189,6,114.0
80.0,10,156.0,3.8048780487804876,8.962604915948809,2,55.0,0.43844328063625404,2,55.0
85.0,12,128.0,3.0476190476190474,6.841199982061077,4,19.0,0.27144346828785,4,19.0
90.0,16,96.0,2.0,7.616185637885441,8,129.0,0.17385913660412922,8,129.0
95.0,13,107.0,2.14,10.083638839728367,12,127.0,0.1733760978560792,12,127.0
100.0,15,165.0,3.173076923076923,11.339431440626647,14,183.0,0.17220452623003005,14,183.0
105.0,7,61.0,1.22,11.469223842249257,5,183.0,0.1879879527133843,5,183.0
110.0,8,34.0,0.6666666666666666,11.3050124506115,4,123.0,0.26002360616437387,4,123.0
115.0,6,21.0,0.44680851063829785,11.62502485656835,2,70.0,0.21592409781811314,2,70.0
120.0,11,50.0,1.1111111111111112,10.843309624561893,6,86.0,0.18114405202658504,6,86.0
125.0,11,72.0,1.6744186046511629,8.778771202115719,8,146.0,0.1397840112082496,8,146.0
130.0,15,48.0,1.0434782608695652,8.369840676993617,8,146.0,0.09938689651543699,8,146.0
135.0,14,98.0,2.130434782608696,8.9643723092066,7,120.0,0.09586025435986946,7,120.0
