step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_11187974841_11245328371_11245328374_11494414328_#8more_stopped,cluster_11187974841_11245328371_11245328374_11494414328_#8more_accumulated_waiting_time,cluster_11187974841_11245328371_11245328374_11494414328_#8more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.4082997751305815,0,0.0,0.2649145290536368,0,0.0
10.0,1,0.0,0.0,11.673369290865958,1,0.0,0.25653003642294353,1,0.0
15.0,2,2.0,0.16666666666666666,12.1351280702187,2,2.0,0.3071648186769734,2,2.0
20.0,3,12.0,0.9230769230769231,10.856933821812017,3,13.0,0.2789818292231753,3,13.0
25.0,4,27.0,1.588235294117647,10.536113713490366,3,28.0,0.3147492689518155,3,28.0
30.0,0,0.0,0.0,13.318401705034058,0,11.0,0.3163067491443678,0,11.0
35.0,0,0.0,0.0,11.831051147829763,0,0.0,0.3179495329014816,0,0.0
40.0,5,5.0,0.18518518518518517,11.469435316380245,2,3.0,0.4381479647237228,2,3.0
45.0,6,28.0,0.9655172413793104,11.885943789348103,3,16.0,0.3724223878398831,3,16.0
50.0,6,57.0,1.9655172413793103,12.863796372181962,4,35.0,0.3651343473618418,4,35.0
55.0,3,31.0,1.0333333333333334,12.901074341576976,1,20.0,0.49647542616227586,1,20.0
60.0,7,46.0,1.2105263157894737,11.486897516082623,3,3.0,0.4267048671440401,3,3.0
65.0,7,71.0,1.9189189189189189,12.574172494929389,2,6.0,0.45949771667634803,2,6.0
70.0,6,94.0,2.5405405405405403,11.431780869084575,0,0.0,0.4871467749259771,0,0.0
75.0,8,83.0,2.1842105263157894,10.957747410009123,2,5.0,0.42172243970489187,2,5.0
80.0,10,34.0,0.8292682926829268,10.88608261868502,7,57.0,0.22881321148653178,7,57.0
85.0,5,9.0,0.20930232558139536,12.172490917611809,4,75.0,0.37584845892783225,4,75.0
90.0,6,19.0,0.4634146341463415,11.78872171359851,4,90.0,0.3534785799882252,4,90.0
95.0,5,16.0,0.38095238095238093,11.858269517201672,1,34.0,0.3261178488409381,1,34.0
100.0,15,66.0,1.4666666666666666,11.379763996226156,7,25.0,0.2733294668529534,7,25.0
105.0,13,97.0,1.9795918367346939,11.307311183192292,8,85.0,0.23137127142544298,8,85.0
110.0,9,30.0,0.5882352941176471,10.788825019283667,7,67.0,0.17578275356911843,7,67.0
115.0,6,23.0,0.46938775510204084,11.665868201026791,4,63.0,0.27279329134925256,4,63.0
120.0,9,56.0,1.1914893617021276,10.935275170897476,4,72.0,0.24813742614114676,4,72.0
125.0,14,114.0,2.533333333333333,9.65330202181456,5,86.0,0.19382291072258157,5,86.0
130.0,18,194.0,4.409090909090909,9.588940663692776,7,112.0,0.16303269562680583,7,112.0
135.0,19,277.0,6.021739130434782,8.851847175230516,8,144.0,0.13230258335385353,8,144.0
140.0,19,367.0,7.978260869565218,7.7198741764313565,7,178.0,0.16235066723773928,7,178.0
145.0,17,343.0,7.297872340425532,8.316543458674785,4,89.0,0.19634592269897266,4,89.0
150.0,15,278.0,5.791666666666667,8.179480838227718,4,108.0,0.21596723928947,4,108.0
155.0,14,245.0,4.803921568627451,9.12933398571692,6,48.0,0.18811694649610677,6,48.0
160.0,4,87.0,1.6730769230769231,10.74534760734274,0,83.0,0.25533495409327456,0,83.0
165.0,2,6.0,0.11538461538461539,10.753620404948167,1,101.0,0.41298898636797826,1,101.0
170.0,5,19.0,0.34545454545454546,11.237218760076862,2,152.0,0.43593135253159665,2,152.0
175.0,6,17.0,0.30357142857142855,11.568451360761722,2,52.0,0.40659178388111694,2,52.0
