step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_11187974841_11245328371_11245328374_11494414328_#8more_stopped,cluster_11187974841_11245328371_11245328374_11494414328_#8more_accumulated_waiting_time,cluster_11187974841_11245328371_11245328374_11494414328_#8more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.64062466477626,0,0.0,0.29554440757852746,0,0.0
10.0,1,0.0,0.0,10.257483751951355,1,0.0,0.236437846303621,1,0.0
15.0,1,3.0,0.25,10.586818403559924,1,3.0,0.21880837226599345,1,3.0
20.0,4,15.0,1.0714285714285714,10.72141244003873,4,15.0,0.20835346406890515,4,15.0
25.0,2,2.0,0.10526315789473684,11.174478108656572,2,11.0,0.28836184911064155,2,11.0
30.0,2,7.0,0.3181818181818182,13.93452510789955,2,7.0,0.22637826091541316,2,7.0
35.0,3,13.0,0.5416666666666666,12.850236239994837,2,14.0,0.3737273575540594,2,14.0
40.0,4,19.0,0.76,12.088477225131484,2,19.0,0.36601021708864667,2,19.0
45.0,3,5.0,0.17857142857142858,12.272305789439374,1,6.0,0.4439857777822929,1,6.0
50.0,2,15.0,0.4838709677419355,14.413717370858999,1,8.0,0.4181839492117496,1,8.0
55.0,2,13.0,0.40625,15.033403506951617,1,1.0,0.5315677329378453,1,1.0
60.0,5,27.0,0.7941176470588235,13.628070531826525,1,6.0,0.49440422894170816,1,6.0
65.0,5,38.0,1.0857142857142856,14.726739404753697,1,2.0,0.5171431137826162,1,2.0
70.0,4,58.0,1.7058823529411764,11.15914559513598,0,0.0,0.35759784164540037,0,0.0
75.0,9,97.0,2.6944444444444446,10.294465627909796,2,9.0,0.39159367288543445,2,9.0
80.0,9,70.0,1.794871794871795,10.508173469257928,4,58.0,0.2560262657412053,4,58.0
85.0,2,4.0,0.0975609756097561,11.680047392238386,0,24.0,0.44167173365496093,0,24.0
90.0,6,14.0,0.3181818181818182,11.33292631986245,4,27.0,0.3290224670748747,4,27.0
95.0,5,26.0,0.5652173913043478,11.285564920370545,5,27.0,0.219902536537828,5,27.0
100.0,10,42.0,0.8936170212765957,12.141587196876108,8,51.0,0.2284877944880329,8,51.0
105.0,4,14.0,0.30434782608695654,11.3964095076016,2,70.0,0.2547758539231715,2,70.0
110.0,8,12.0,0.24489795918367346,11.316503244087132,6,62.0,0.181616821867098,6,62.0
115.0,16,75.0,1.5,10.970248047975769,12,111.0,0.10976774956017345,12,111.0
120.0,19,147.0,3.0625,10.36443974348983,14,161.0,0.09967465236393358,14,161.0
125.0,21,243.0,5.0625,9.968786862204821,14,231.0,0.101667842693376,14,231.0
130.0,24,352.0,7.48936170212766,8.422539092854922,15,303.0,0.08754941250026022,15,303.0
135.0,23,372.0,7.591836734693878,7.783464993218709,16,406.0,0.11267398829310894,16,406.0
140.0,10,164.0,3.215686274509804,8.90527468968252,8,346.0,0.1311052194878769,8,346.0
145.0,12,62.0,1.24,10.122213874529082,8,284.0,0.19946219959944453,8,284.0
150.0,12,89.0,1.78,10.815020883814904,5,170.0,0.28382969628359705,5,170.0
155.0,7,50.0,0.9803921568627451,12.117597067051038,1,67.0,0.36808317441835725,1,67.0
160.0,6,19.0,0.38,12.985433032305332,3,42.0,0.3539930549872766,3,42.0
165.0,7,30.0,0.6122448979591837,11.669378371277812,6,94.0,0.28888001876046726,6,94.0
170.0,7,23.0,0.45098039215686275,10.583659774273729,6,133.0,0.24198945443019487,6,133.0
175.0,8,35.0,0.7,10.41660789725978,4,129.0,0.19294604668271903,4,129.0
180.0,13,83.0,1.66,11.575162799210538,6,115.0,0.2158167144683973,6,115.0
185.0,9,64.0,1.3333333333333333,12.142629708019479,1,15.0,0.2647754930506023,1,15.0
190.0,8,38.0,0.7916666666666666,12.07041579814502,5,79.0,0.28065596387894826,5,79.0
195.0,11,59.0,1.2826086956521738,10.716822640748116,10,98.0,0.2848544053597986,10,98.0
200.0,9,33.0,0.66,10.348597227214514,5,81.0,0.3611202798205797,5,81.0
205.0,10,39.0,0.7647058823529411,11.394458230849342,3,78.0,0.35127412996308427,3,78.0
210.0,9,26.0,0.48148148148148145,12.269421987044165,5,72.0,0.23158612139515017,5,72.0
215.0,12,45.0,0.8490566037735849,11.166537724723518,8,87.0,0.1412603470519573,8,87.0
220.0,9,39.0,0.7358490566037735,11.666828851657904,5,129.0,0.12402787361776044,5,129.0
225.0,7,21.0,0.4117647058823529,11.258108874594289,3,123.0,0.16858903045356574,3,123.0
230.0,17,72.0,1.3846153846153846,10.850751975912745,9,158.0,0.18490175707941867,9,158.0
235.0,18,134.0,2.576923076923077,11.19785817869544,8,176.0,0.21863365322877534,8,176.0
240.0,14,182.0,3.4339622641509435,11.400620494976783,6,183.0,0.32401262153255533,6,183.0
245.0,9,121.0,2.372549019607843,10.609620312104495,2,145.0,0.3753109070844938,2,145.0
250.0,17,188.0,3.4814814814814814,9.54996354121686,7,105.0,0.2539895033462971,7,105.0
255.0,18,237.0,4.471698113207547,8.375448172740526,8,122.0,0.21733668294517652,8,122.0
260.0,17,270.0,4.821428571428571,8.77813611273107,5,101.0,0.2850695318484271,5,101.0
265.0,17,316.0,5.448275862068965,8.154611473157457,5,123.0,0.1925823222248917,5,123.0
270.0,26,421.0,7.135593220338983,8.01060075395039,13,147.0,0.13867638082989392,13,147.0
275.0,25,410.0,6.9491525423728815,6.130856200020111,16,192.0,0.07293205365668338,16,192.0
280.0,16,147.0,2.4098360655737703,7.693969195677551,9,251.0,0.10278704356602111,9,251.0
285.0,8,30.0,0.5084745762711864,8.488146925422331,4,202.0,0.20586663412734837,4,202.0
290.0,9,40.0,0.6666666666666666,9.899400269390245,1,94.0,0.22345481228566189,1,94.0
295.0,18,83.0,1.360655737704918,10.703780196110495,10,112.0,0.22897339027025515,10,112.0
300.0,17,115.0,1.8548387096774193,11.212541051170426,6,102.0,0.29941898424979346,6,102.0
305.0,18,173.0,2.9322033898305087,11.056950171963791,5,62.0,0.3365461021765089,5,62.0
310.0,17,211.0,3.5762711864406778,8.8836726005437,5,44.0,0.2886795068248398,5,44.0
315.0,21,302.0,5.033333333333333,10.379999883913419,10,84.0,0.27739959497575867,10,84.0
320.0,20,370.0,6.166666666666667,10.216692769113454,9,90.0,0.2702429444323345,9,90.0
325.0,18,407.0,6.672131147540983,10.537778137904416,4,76.0,0.36414285942687385,4,76.0
330.0,23,478.0,7.709677419354839,9.639686716344928,7,58.0,0.26038973930223724,7,58.0
335.0,25,576.0,9.442622950819672,9.72232521964455,9,84.0,0.2488726802080021,9,84.0
340.0,18,561.0,8.765625,9.711521975319533,3,77.0,0.23114833397949308,3,77.0
345.0,21,641.0,10.015625,8.928650943452862,4,59.0,0.18904014660496857,4,59.0
350.0,21,709.0,10.426470588235293,10.25717094618345,3,46.0,0.22293875378470213,3,46.0
355.0,24,808.0,13.03225806451613,8.966642314451644,8,53.0,0.17281005643268674,8,53.0
360.0,25,930.0,15.245901639344263,9.154122101662791,9,84.0,0.19669451210839864,9,84.0
365.0,19,574.0,9.40983606557377,9.560050197602967,7,215.0,0.1904520664815148,7,215.0
370.0,16,261.0,4.35,9.386802336569236,5,196.0,0.20581230175463253,5,196.0
