step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_11187974841_11245328371_11245328374_11494414328_#8more_stopped,cluster_11187974841_11245328371_11245328374_11494414328_#8more_accumulated_waiting_time,cluster_11187974841_11245328371_11245328374_11494414328_#8more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,7.502235838968772,0,0.0,0.526288216409598,0,0.0
10.0,1,0.0,0.0,12.19558152396328,1,0.0,0.3717469697887192,1,0.0
15.0,1,2.0,0.16666666666666666,12.73130196217551,1,2.0,0.3412015132379,1,2.0
20.0,4,13.0,0.9285714285714286,10.292885076493869,4,14.0,0.24547792729572218,4,14.0
25.0,1,0.0,0.0,11.94050704032962,1,0.0,0.369411957343976,1,0.0
30.0,1,0.0,0.0,16.259108729952242,1,0.0,0.4201728911606771,1,0.0
35.0,3,4.0,0.16,16.514373340101965,2,5.0,0.3930077094046339,2,5.0
40.0,3,14.0,0.5833333333333334,14.005595683760555,2,15.0,0.3605802205076944,2,15.0
45.0,2,4.0,0.14814814814814814,13.935501985479847,1,6.0,0.3709239032704775,1,6.0
50.0,1,9.0,0.32142857142857145,15.559472902322673,1,9.0,0.44533985426007794,1,9.0
55.0,2,4.0,0.14814814814814814,15.65565150917737,2,5.0,0.43457751387757987,2,5.0
60.0,5,18.0,0.6,12.525084792877749,4,19.0,0.34781442231025944,4,19.0
65.0,1,1.0,0.03225806451612903,14.390504880683316,0,10.0,0.4409814595548016,0,10.0
70.0,1,1.0,0.02857142857142857,12.757397803135778,1,2.0,0.364002675082527,1,2.0
75.0,3,9.0,0.25,9.777100356660576,1,2.0,0.3285995622242275,1,2.0
80.0,10,43.0,1.1025641025641026,11.322579325725654,5,15.0,0.2405930837616543,5,15.0
85.0,11,93.0,2.3846153846153846,11.288821729897691,5,40.0,0.25734187227432476,5,40.0
90.0,12,146.0,3.2444444444444445,12.1126792385649,5,65.0,0.27987843434568166,5,65.0
95.0,8,117.0,2.8536585365853657,12.261423564823618,1,16.0,0.3318289175824582,1,16.0
100.0,14,168.0,3.7333333333333334,11.940807899189704,6,19.0,0.2996691580350034,6,19.0
105.0,6,61.0,1.326086956521739,11.73011450423496,2,48.0,0.32402637943924345,2,48.0
110.0,6,21.0,0.4666666666666667,11.082517556594901,4,57.0,0.3167271911149866,4,57.0
115.0,8,31.0,0.7209302325581395,9.59391432232269,2,27.0,0.257583593899929,2,27.0
120.0,9,49.0,1.1395348837209303,8.846216768191683,4,74.0,0.23169269329555844,4,74.0
125.0,12,76.0,1.6521739130434783,9.044154417959724,7,68.0,0.160332999947179,7,68.0
130.0,8,34.0,0.7555555555555555,10.3286369930238,6,135.0,0.1329085413666036,6,135.0
135.0,8,37.0,0.7551020408163265,10.712637773152988,6,131.0,0.0840022800883562,6,131.0
140.0,12,81.0,1.7234042553191489,10.178291514816994,6,155.0,0.14194093079472878,6,155.0
145.0,15,146.0,3.0416666666666665,9.961580556834662,6,180.0,0.2508729552670992,6,180.0
150.0,16,219.0,4.5625,9.441671868793525,5,191.0,0.3000319255331603,5,191.0
155.0,15,294.0,6.25531914893617,9.55601164108293,5,197.0,0.3322362813564769,5,197.0
160.0,17,378.0,7.875,10.14469651655248,5,222.0,0.35531259240739677,5,222.0
165.0,19,466.0,9.510204081632653,9.898739670609961,5,247.0,0.34706335523041354,5,247.0
170.0,16,333.0,6.795918367346939,9.49251718959196,2,117.0,0.37054315928617937,2,117.0
175.0,13,192.0,3.6923076923076925,9.046314031214228,4,157.0,0.2531210169493478,4,157.0
180.0,11,105.0,2.1,9.198296171253524,7,59.0,0.25548235351815507,7,59.0
185.0,3,4.0,0.07692307692307693,10.458738142861632,2,139.0,0.297103707233839,2,139.0
190.0,9,31.0,0.6458333333333334,11.407143757409216,5,132.0,0.34707575582869465,5,132.0
195.0,9,24.0,0.46153846153846156,11.513407353731274,2,68.0,0.4102653908607842,2,68.0
200.0,13,61.0,1.1090909090909091,11.680182086135321,5,19.0,0.3622346824600282,5,19.0
205.0,13,69.0,1.2105263157894737,10.24568489219218,7,112.0,0.1774286801862079,7,112.0
210.0,14,49.0,0.875,10.085686923882609,4,119.0,0.08483859270986986,4,119.0
215.0,11,67.0,1.2407407407407407,9.891847765887146,4,111.0,0.13507219717438448,4,111.0
220.0,11,77.0,1.4528301886792452,10.17625202741999,2,109.0,0.2385466294496307,2,109.0
