step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_11187974841_11245328371_11245328374_11494414328_#8more_stopped,cluster_11187974841_11245328371_11245328374_11494414328_#8more_accumulated_waiting_time,cluster_11187974841_11245328371_11245328374_11494414328_#8more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,2.827678487781668,0,0.0,0.1321260010343045,0,0.0
10.0,2,0.0,0.0,6.097449942569665,1,0.0,0.11833501059851688,1,0.0
15.0,1,3.0,0.2727272727272727,8.976516324132099,1,3.0,0.18842998991862758,1,3.0
20.0,2,12.0,1.0,11.596911969117684,2,12.0,0.2530018738598796,2,12.0
25.0,1,0.0,0.0,10.16098401835129,1,0.0,0.2294032340632462,1,0.0
30.0,2,7.0,0.3181818181818182,10.877576610535023,2,7.0,0.25384390824968517,2,7.0
35.0,4,9.0,0.36,10.194634370837594,3,12.0,0.3029276797936851,3,12.0
40.0,6,26.0,1.04,10.596253897011547,3,24.0,0.38206278341250977,3,24.0
45.0,3,10.0,0.3448275862068966,10.997097367979666,0,3.0,0.43629424882996004,0,3.0
50.0,5,29.0,0.8787878787878788,12.422271946018446,1,4.0,0.4679169265540084,1,4.0
55.0,5,32.0,0.9696969696969697,10.916909877753847,1,1.0,0.3650590092390731,1,1.0
60.0,8,60.0,1.6216216216216217,11.525187780367052,4,15.0,0.350956302737327,4,15.0
65.0,10,108.0,3.0,12.191174414128179,5,40.0,0.33032604577099134,5,40.0
70.0,11,159.0,4.076923076923077,10.069795809773451,6,66.0,0.283519090367447,6,66.0
75.0,8,128.0,3.1219512195121952,10.169831843621976,0,4.0,0.3959505425256389,0,4.0
80.0,10,57.0,1.3571428571428572,9.865954804680374,4,47.0,0.2616476219476852,4,47.0
85.0,9,38.0,0.8636363636363636,9.627688674576525,7,74.0,0.24167041233451972,7,74.0
90.0,12,87.0,1.851063829787234,9.958016243142866,10,101.0,0.1665993268771707,10,101.0
95.0,14,148.0,3.0833333333333335,10.307662517211936,12,146.0,0.17980152801408888,12,146.0
100.0,16,218.0,4.541666666666667,9.11857479115619,11,190.0,0.1976909277269073,11,190.0
105.0,14,124.0,2.48,9.83137542185507,7,163.0,0.26401932916347076,7,163.0
110.0,11,73.0,1.489795918367347,10.135603064102977,4,113.0,0.34950188457131853,4,113.0
115.0,8,70.0,1.4893617021276595,12.165518393102888,2,130.0,0.35988823202077075,2,130.0
120.0,18,142.0,2.8979591836734695,10.901202502621505,7,137.0,0.22128657433774587,7,137.0
125.0,14,187.0,3.816326530612245,10.835555159717117,2,102.0,0.3044464872395634,2,102.0
130.0,13,196.0,4.170212765957447,10.075502430297202,2,58.0,0.25161537400978345,2,58.0
135.0,15,255.0,5.3125,8.981467842611663,4,80.0,0.11990260420372871,4,80.0
140.0,13,304.0,6.468085106382978,9.080773886629807,3,87.0,0.18134890367033393,3,87.0
145.0,11,187.0,3.816326530612245,8.907193985604035,4,126.0,0.2300973300692923,4,126.0
150.0,9,36.0,0.72,9.3044749057186,5,188.0,0.24497775871547425,5,188.0
155.0,6,29.0,0.58,9.744650742218752,4,191.0,0.2509339653941455,4,191.0
160.0,6,20.0,0.40816326530612246,10.653275301291979,1,138.0,0.3231279576590311,1,138.0
165.0,12,37.0,0.7254901960784313,9.827912616135235,7,160.0,0.3084277771283631,7,160.0
170.0,12,46.0,0.8518518518518519,9.378393393082273,5,134.0,0.2844143679033299,5,134.0
175.0,13,85.0,1.4912280701754386,9.780571588526847,4,125.0,0.32214422559786926,4,125.0
180.0,11,104.0,1.9259259259259258,10.431426321600679,0,17.0,0.35860715403264193,0,17.0
185.0,15,114.0,2.0727272727272728,11.046347725255362,5,97.0,0.28450562789155665,5,97.0
190.0,16,103.0,2.019607843137255,10.515742041729936,10,140.0,0.2693420694361721,10,140.0
195.0,10,48.0,0.9056603773584906,10.460966935094644,4,147.0,0.33996665908228657,4,147.0
200.0,13,67.0,1.2407407407407407,10.621462059109604,5,125.0,0.3307582411446289,5,125.0
205.0,18,141.0,2.473684210526316,9.248312825659221,6,147.0,0.21016947762316676,6,147.0
210.0,18,193.0,3.4464285714285716,9.911756274808372,2,134.0,0.1739534914333608,2,134.0
215.0,21,270.0,5.09433962264151,8.207334972449031,6,99.0,0.1094387615513056,6,99.0
220.0,19,310.0,5.535714285714286,9.746197827190752,3,131.0,0.17824511157213493,3,131.0
225.0,22,409.0,7.175438596491228,9.400667351257798,5,147.0,0.21324660806897336,5,147.0
230.0,26,521.0,8.403225806451612,9.722083494986562,4,166.0,0.2817194133821043,4,166.0
235.0,26,641.0,10.174603174603174,8.81142996894005,6,183.0,0.30917267530922987,6,183.0
240.0,23,616.0,9.194029850746269,8.862004191427351,1,64.0,0.3094805023254648,1,64.0
245.0,23,697.0,10.402985074626866,9.999896426642911,5,35.0,0.31898583277501436,5,35.0
250.0,22,536.0,8.246153846153845,10.078136906686488,8,54.0,0.28269159654092935,8,54.0
255.0,18,322.0,4.953846153846154,10.544463612593685,6,62.0,0.33768079391861955,6,62.0
260.0,14,164.0,2.484848484848485,9.978863089583301,2,66.0,0.3093797004715763,2,66.0
265.0,16,96.0,1.411764705882353,9.540528200483127,5,72.0,0.2636803538340492,5,72.0
270.0,22,194.0,3.03125,8.597630138630482,10,112.0,0.23950128509105423,10,112.0
275.0,22,243.0,3.7384615384615385,6.68513661539907,6,91.0,0.17810218193219243,6,91.0
280.0,26,341.0,5.246153846153846,8.6957052428772,4,51.0,0.23345885987877432,4,51.0
285.0,24,444.0,6.626865671641791,9.345657456379136,4,54.0,0.2666573477311091,4,54.0
290.0,26,567.0,8.338235294117647,9.943123521438283,4,70.0,0.2723149058627046,4,70.0
295.0,27,698.0,10.115942028985508,10.354141564190163,5,90.0,0.3163257530484557,5,90.0
300.0,25,716.0,10.376811594202898,9.939238945062124,1,40.0,0.4573976590808897,1,40.0
305.0,23,672.0,10.029850746268657,9.52886426775303,2,1.0,0.3733374095531525,2,1.0
310.0,20,513.0,7.225352112676056,9.777695712486542,3,173.0,0.28738504671003035,3,173.0
315.0,22,427.0,6.569230769230769,9.209667319910498,7,202.0,0.3663953284581623,7,202.0
320.0,20,285.0,4.318181818181818,9.396442429773472,4,221.0,0.4046145446683774,4,221.0
325.0,15,148.0,2.4262295081967213,7.683715380085949,1,46.0,0.46806783619840203,1,46.0
330.0,19,183.0,2.772727272727273,8.623014831111497,5,44.0,0.34843018037090756,5,44.0
335.0,26,298.0,4.447761194029851,8.767889792396769,8,66.0,0.29180928851370147,8,66.0
340.0,27,365.0,5.214285714285714,8.393472046766243,5,64.0,0.22808518411556042,5,64.0
345.0,30,481.0,6.774647887323944,9.079334440254605,3,51.0,0.2700266426678821,3,51.0
350.0,31,606.0,8.535211267605634,7.872470787226665,3,44.0,0.19746769162393674,3,44.0
355.0,38,773.0,11.712121212121213,6.842058007932835,10,75.0,0.21578224380313965,10,75.0
360.0,34,897.0,14.015625,6.797967425245254,7,81.0,0.21425021120549018,7,81.0
365.0,31,1022.0,15.253731343283581,7.300171682752922,3,96.0,0.23611105024301285,3,96.0
370.0,34,1163.0,16.855072463768117,7.379525304634865,5,105.0,0.22571985779934434,5,105.0
375.0,41,1347.0,19.52173913043478,5.689349481962487,10,142.0,0.13119502391175483,10,142.0
380.0,47,1560.0,21.666666666666668,5.888788026144638,14,205.0,0.1696184195656897,14,205.0
385.0,45,1728.0,24.338028169014084,5.760960384583277,13,227.0,0.18498303089602794,13,227.0
390.0,44,1640.0,23.098591549295776,6.068106005178213,15,526.0,0.17722564633157997,15,526.0
395.0,40,1473.0,21.042857142857144,5.937333874831954,16,373.0,0.14288769941023016,16,373.0
